2019/09/07 14:38:25 Track - :[[{8090 ./log/  }]]
2019/09/07 14:38:33 Track - :[[Request Host -  127.0.0.1 | Request JSON - {awdawd username firstname lastName email gender 1212121 awdaw awdaw}]]
2019/09/07 14:38:34 Track - :[[Request Host -  127.0.0.1 | Request JSON - {awdawd username firstname lastName email gender 1212121 awdaw awdaw}]]
2019/09/07 14:38:34 Error - :[[Request Host - 127.0.0.1 | Error - E11000 duplicate key error collection: test.player index: username_1 dup key: { username: null }]]
2019/09/07 14:38:57 Track - :[[Request Host -  127.0.0.1 | Request JSON - {awdawd username firstname lastName email gender 1212121 awdaw awdaw}]]
2019/09/07 14:38:57 Error - :[[Request Host - 127.0.0.1 | Error - E11000 duplicate key error collection: test.player index: username_1 dup key: { username: null }]]
2019/09/07 14:39:00 Track - :[[Request Host -  127.0.0.1 | Request JSON - {awdawd username firstname lastName email gender 1212121 awdaw awdaw}]]
2019/09/07 14:39:00 Error - :[[Request Host - 127.0.0.1 | Error - E11000 duplicate key error collection: test.player index: username_1 dup key: { username: null }]]
2019/09/07 14:39:01 Track - :[[Request Host -  127.0.0.1 | Request JSON - {awdawd username firstname lastName email gender 1212121 awdaw awdaw}]]
2019/09/07 14:39:01 Error - :[[Request Host - 127.0.0.1 | Error - E11000 duplicate key error collection: test.player index: username_1 dup key: { username: null }]]
